university_id,degree_name,merit_formula,eligibility_pct,url
55,LLB,Available upon contact,,https://www.ilmkidunya.com/colleges/hazara-university-mansehra-merit-lists.aspx
55,Pharm-D,Available upon contact,,https://www.ilmkidunya.com/colleges/hazara-university-mansehra-merit-lists.aspx
56,BS Computer Science (General/Cyber Security/AI/Data Science/IoT specializations),Available upon contact,50,https://blog.travel-culture.com/2026/05/18/hyderabad-institute-for-technology-and-management-sciences-admissions-2026/
56,BS FinTech,Available upon contact,50,https://blog.travel-culture.com/2026/05/18/hyderabad-institute-for-technology-and-management-sciences-admissions-2026/
56,BS Software Engineering,Available upon contact,50,https://www.result.pk/educom/hitms-hyderabad-institute-for-technology-management-sciences-bs-admission-2024-44682.htm
57,BBA,Available upon contact,40,https://resultinfo.pk/ibadat-international-university-islamabad-admission/
57,BS Civil Engineering,Available upon contact,60,https://iiui.edu.pk/admission-criteria/
57,BS Software Engineering / Computer Science / Artificial Intelligence / Robotics & AI,Available upon contact,50,https://iiui.edu.pk/admission-criteria/
57,BSN (Nursing),Available upon contact,60,https://iiui.edu.pk/merit-list/
57,LLB,Available upon contact,50,https://iiui.edu.pk/admission-criteria/
57,Pharm-D,Available upon contact,60,https://iiui.edu.pk/merit-list/
58,BBA,Available upon contact,,https://www.ilmkidunya.com/colleges/iqra-national-university-inu-peshawar-admission.aspx
58,BS Computer Science,Available upon contact,,https://ratta.com.pk/iqra-national-university-peshawar-admission/
58,BS Psychology,Available upon contact,,https://www.ilmkidunya.com/colleges/iqra-national-university-inu-peshawar-admission.aspx
58,DPT,Available upon contact,,https://admissionscorner.com/iqra-national-university-peshawar-admissions/
59,BA/BS/B.Com (general),Available upon contact,,https://www.ilmkidunya.com/colleges/ilma-university-karachi-admission.aspx
59,BBA (Marketing / Banking & Finance / HRM / Supply Chain Management),Available upon contact,,https://www.ilmkidunya.com/colleges/ilma-university-karachi.aspx
59,BS Computer Science / Artificial Intelligence / Software Engineering,Available upon contact,50,https://www.ilmkidunya.com/colleges/ilma-university-karachi-admission.aspx
59,BS Media Sciences,Available upon contact,,https://www.ilmkidunya.com/colleges/ilma-university-karachi.aspx
60,BBA,Available upon contact,,https://imperial.edu.pk/wp-content/uploads/2022/09/Admission-Policy-Final-2022-ICBS.pdf
60,BS Civil Engineering / Electrical Engineering,Available upon contact,60,https://jaamiah.com/university/imperial-college-of-business-studies/
60,BS Computer Science,Available upon contact,50,https://jaamiah.com/university/imperial-college-of-business-studies/
61,BS Computer Science,Available upon contact,50,https://blog.maqsad.io/blog/indus-university-admission-guide
61,BS Media and Communication Studies,Available upon contact,50,https://blog.maqsad.io/blog/indus-university-admission-guide
61,BS Medical Technology,Available upon contact,45,https://blog.maqsad.io/blog/indus-university-admission-guide
61,BS Psychology,Available upon contact,50,https://blog.maqsad.io/blog/indus-university-admission-guide
61,BS Software Engineering,Available upon contact,50,https://blog.maqsad.io/blog/indus-university-admission-guide
61,Bachelor of Fashion Design (BFD),Available upon contact,50,https://blog.maqsad.io/blog/indus-university-admission-guide
61,Bachelor of Interior Design (BID),Available upon contact,50,https://blog.maqsad.io/blog/indus-university-admission-guide
61,Bachelor of Textile Design (BTD),Available upon contact,50,https://blog.maqsad.io/blog/indus-university-admission-guide
62,BA Fine Art,Available upon contact,20,https://www.vstudents.org/education/indus-valley-karachi-admissions/
62,BS Communication Design,Available upon contact,20,https://indusvalley.edu.pk/admission-undergraduate/
62,BS Interior Design / Textile Design / Fashion Design,Available upon contact,20,https://indusvalley.edu.pk/admission-undergraduate/
62,Bachelor of Architecture,Available upon contact,20,https://www.ilmkidunya.com/colleges/indus-valley-school-of-art-and-architecture-ivs-karachi-admission.aspx
63,BS Computer Science / Artificial Intelligence,~84-87% (typical safe range for 1st/2nd merit lists),50,https://itu.edu.pk/admissions/application-process/
63,BS Economics with Data Science / Management & Technology,Available upon contact,70,https://pmdc.org.pk/information-technology-university-itu-admission-guide/
63,BS Electrical Engineering / Computer Engineering,Available upon contact,70,https://pmdc.org.pk/information-technology-university-itu-admission-guide/
64,BS Construction Management,Available upon contact,45,https://www.hec.gov.pk/english/universities/Pages/Punjab/Institute-for-Art-and-Culture.aspx
64,Bachelor of Architecture,Available upon contact,60,https://edumissionworld.com.pk/admission/institute-for-art-culture-iac-lahore-admissions-fall-2022-open/
64,Bachelor of Computer Science,Available upon contact,50,https://edumissionworld.com.pk/admission/institute-for-art-culture-iac-lahore-admissions-fall-2022-open/
64,Bachelor of Film & Television / Animation Design / Game Design,Available upon contact,45,https://www.studysolutions.pk/institute-for-art-and-culture-iac-lahore-admission
64,Bachelor of Fine Arts / Graphic Design / Textile Design / Fashion Design,Available upon contact,45,https://www.graana.com/blog/exploring-the-world-of-iac-lahore/
64,Bachelor of Interior Design,Available upon contact,60,https://admissionpk.com/institute-of-arts-and-culture-admission/
65,BS (Accounting & Finance),Available upon contact,60,https://admissions.iba.edu.pk/
65,BS (Business Analytics),Available upon contact,60,https://admissions.iba.edu.pk/
65,BS (Computer Science),Available upon contact,60,https://admissions.iba.edu.pk/
65,BS (Economics & Data Science),Available upon contact,60,https://admissions.iba.edu.pk/
65,BS (Economics & Mathematics),Available upon contact,60,https://admissions.iba.edu.pk/
65,BS (Economics),Available upon contact,60,https://admissions.iba.edu.pk/
65,BS (Mathematics),Available upon contact,60,https://admissions.iba.edu.pk/
65,BS (Social Sciences & Liberal Arts),Available upon contact,60,https://admissions.iba.edu.pk/
66,BBA (Honors),Available upon contact,50,https://pmdc.org.pk/institute-of-business-management-iobm-admission-guide/
66,BE Electrical Engineering,Available upon contact,,https://www.iobm.edu.pk/admission/admission-requirement
66,BS Computer Science,Available upon contact,55,https://eduniversal-ranking.com/institute-of-business-management-iobm-ranking.html
66,BS Data Science,Available upon contact,55,https://eduniversal-ranking.com/institute-of-business-management-iobm-ranking.html
66,BS Software Engineering,Available upon contact,55,https://eduniversal-ranking.com/institute-of-business-management-iobm-ranking.html
67,BBA,Available upon contact,50,https://jaamiah.com/university/imsciences-peshawar/
67,BS Computer Science (BCS),Available upon contact,50,https://jaamiah.com/university/imsciences-peshawar/
67,BS Economics,Available upon contact,50,https://www.vstudents.org/education/imsciences-peshawar-admissions/
67,BS Social Sciences,Available upon contact,50,https://www.vstudents.org/education/imsciences-peshawar-admissions/
67,BS Software Engineering (BSE),Available upon contact,50,https://www.vstudents.org/education/imsciences-peshawar-admissions/
68,BS Aerospace Engineering,Available upon contact,60,https://www.eduvision.edu.pk/merit/ist-merit-calculator.php
68,BS Avionics Engineering,Available upon contact,60,https://admissionscorner.com/institute-of-space-technology-ist-admissions/
68,BS Electrical Engineering,Available upon contact,60,https://www.eduvision.edu.pk/merit/ist-merit-calculator.php
68,BS Mechanical Engineering,Available upon contact,60,https://jaamiah.com/university/institute-of-space-technology-ist-islamabad/
68,BS Space Science,Available upon contact,60,https://admissionscorner.com/institute-of-space-technology-ist-admissions/
69,BS/BA Programs (General Undergraduate),Available upon contact,,https://www.iiu.edu.pk/about-iiu/location/
70,BBA (Hons) / BS Accounting & Finance,Available upon contact,50,https://www.iqrauni.edu.pk/admission-criteria
70,BS Commerce,Available upon contact,45,https://www.pakadmissions.com/iqra-university-karachi-iqra-fall-admissions-2026
70,BS Computer Science / Software Engineering / Artificial Intelligence,Available upon contact,50,https://www.iqrauni.edu.pk/admissions
70,BS FinTech / Applied Computing,Available upon contact,50,https://www.pakadmissions.com/iqra-university-karachi-iqra-fall-admissions-2026
70,BS Human Nutrition and Dietetics / Medical Lab Technology,Available upon contact,60,https://www.iqrauni.edu.pk/admission-criteria
71,BS Botany,Available upon contact,,https://pmdc.org.pk/islamia-college-university-peshawar-icup-admission-guide/
71,BS Computer Science,Available upon contact,,https://pmdc.org.pk/islamia-college-university-peshawar-icup-admission-guide/
71,BS Political Science,Available upon contact,,https://pmdc.org.pk/islamia-college-university-peshawar-icup-admission-guide/
71,BS Zoology,Available upon contact,,https://pmdc.org.pk/islamia-college-university-peshawar-icup-admission-guide/
72,BBA,Available upon contact,,http://www.jsmu.edu.pk
72,BBA HCM,Available upon contact,,http://www.jsmu.edu.pk
73,BBA / BCom / Economics,Available upon contact,45,https://www.ilmkidunya.com/admissions/Admission-Open-in-Jinnah-University-for-Women-Karachi-23226.aspx
73,BS Biochemistry / Biotechnology / Botany / Zoology / Microbiology,Available upon contact,45,https://www.ilmkidunya.com/admissions/Admission-Open-in-Jinnah-University-for-Women-Karachi-23226.aspx
73,BS Computer Science / Software Engineering,Available upon contact,45,https://jaamiah.com/university/jinnah-university-for-women-karachi/
73,BS Graphic Design / Textile Design / Fashion Design / Fine Arts,Available upon contact,45,https://www.result.pk/colleges/jinnah-university-for-women-admission.html
73,Bachelor of Eastern Medicine & Surgery (BEMS) / Homoeopathic Medical Science,Available upon contact,45,https://www.ilmkidunya.com/admissions/Admission-Open-in-Jinnah-University-for-Women-Karachi-23226.aspx
74,BBA,Available upon contact,50,https://kasbit.edu.pk/
74,BS Accounting & Finance,Available upon contact,60,https://www.ilmkidunya.com/colleges/khadim-ali-shah-bukhari-institute-of-technology-kasbit-karachi-admission.aspx
74,BS Computer Science,Available upon contact,50,https://kasbit.edu.pk/bs-cs/
74,BS Software Engineering,Available upon contact,50,https://hecresults.com.pk/kasbit-result/
75,BE Electrical / Avionics / Mechatronics / Software Engineering,Available upon contact,,https://kiet.edu.pk/faqs/
75,BS Actuarial Science / Mathematics / Psychology / English TESL,Available upon contact,,https://www.ilmkidunya.com/colleges/paf-karachi-institute-of-economics-and-technology-karachi-admission.aspx
75,BS Aviation Management / Accounting & Finance,Available upon contact,,https://kiet.edu.pk/faqs/
75,BS Computer Science / Software Engineering / Data Science / Cyber Security / AI,Available upon contact,,https://kiet.edu.pk/faqs/
76,MBBS,"83.43% (last year's closing merit, per official reporting)",65,https://www.pakadmissions.com/karachi-institute-of-medical-sciences-malir-karachi-kims-karachi
77,BBA (Entrepreneurship) / BS Computer Science / B.Des / B.Arch,Available upon contact,50,http://kite.edu.pk/faqs/
77,BS Mechanical Engineering / Electrical Engineering,Available upon contact,60,https://jaamiah.com/university/karachi-institute-of-technology-and-entrepreneurship-kite/
78,BS Accounting & Finance,Available upon contact,,https://blog.maqsad.io/blog/ksbl-admission-guide
78,BS Computer Science,Available upon contact,,https://blog.maqsad.io/blog/ksbl-admission-guide
78,BS Information Technology Management,Available upon contact,,https://blog.maqsad.io/blog/ksbl-admission-guide
78,BS Management & Entrepreneurship,Available upon contact,,https://www.ksbl.edu.pk/meba/
79,B.Ed Elementary,Available upon contact,45,https://www.pakadmissions.com/karakoram-international-university-gilgit-kiu-ghizer-spring-admissions-2026
79,BBA,Available upon contact,45,https://www.pakadmissions.com/karakoram-international-university-gilgit-kiu-ghizer-spring-admissions-2026
79,BS Accounting & Finance,Available upon contact,45,https://www.pakadmissions.com/karakoram-international-university-gilgit-kiu-ghizer-spring-admissions-2026
79,BS Biology / Biotechnology / Environmental Sciences,Available upon contact,45,https://pmdc.org.pk/karakoram-international-university-gilgit-baltistan-medical-sciences/
79,BS Medical Lab Technology,Available upon contact,45,https://www.ilmkidunya.com/colleges/karakurum-international-university-gilgit-admission.aspx
79,BS Mining Engineering,Available upon contact,45,https://jaamiah.com/university/karakoram-international-university/
79,BS Urdu / Psychology / Sociology,Available upon contact,45,https://www.ilmkidunya.com/colleges/karakurum-international-university-gilgit-admission.aspx
79,BS Zoology,Available upon contact,45,https://www.pakadmissions.com/karakoram-international-university-gilgit-kiu-ghizer-spring-admissions-2026
80,BS Bioinformatics,Available upon contact,,https://www.ilmkidunya.com/colleges/khwaja-fareed-university-of-engineering-and-information-technology-rahim-yar-khan-merit-lists.aspx
80,BS Civil Engineering,Available upon contact,,https://resultinfo.pk/kfueit-merit-list/
80,BS Computer Engineering,Available upon contact,,https://www.kfueit.edu.pk/
80,BS Electrical Engineering,Available upon contact,,https://www.kfueit.edu.pk/
80,LLB,Available upon contact,,https://en.wikipedia.org/wiki/Khawaja_Fareed_University_of_Engineering_and_Information_Technology
80,Pharm-D,Available upon contact,,https://en.wikipedia.org/wiki/Khawaja_Fareed_University_of_Engineering_and_Information_Technology
81,BS Computer Science and Bioinformatics,Available upon contact,,https://kkkuk.edu.pk/provisional-merit-list-of-departments-for-admission-fall-2025/
81,BS English,"~90-91% (Fall 2025 official merit list, actual selected candidates' aggregate)",,https://kkkuk.edu.pk/wp-content/uploads/2025/09/BS-ENGLISH-MERIT-LIST.pdf
81,BS Management Sciences / Political Science / Communication & Media Studies / Psychology,Available upon contact,,https://kkkuk.edu.pk/provisional-merit-list-of-departments-for-admission-fall-2025/
81,BS Zoology / Botany / Chemistry / Physics / Mathematics / Geology / Renewable Energy,Available upon contact,,https://kkkuk.edu.pk/provisional-merit-list-of-departments-for-admission-fall-2025/
82,BDS,Available upon contact,60,https://caspr.kmu.edu.pk/list.php
82,BS Nursing,Available upon contact,50,https://www.ilmkidunya.com/colleges/khyber-medical-university-kmu-peshawar-admission.aspx
82,BS Public Health,Available upon contact,50,https://pmdc.org.pk/khyber-medical-university-kmu-admission-guide/
82,DPT (Doctor of Physical Therapy),Available upon contact,50,https://pmdc.org.pk/khyber-medical-university-kmu-admission-guide/
82,MBBS,"~91.7% (Ayub Medical College, highest in KPK); ~87% (Nowshera/Gomal, lower-end)",60,https://premeth.com/kmu-aggregate-calculator
83,BDS,Available upon contact,65,https://mbbs.org.pk/kemu-admission/
83,DPT,Available upon contact,50,https://kemu.edu.pk/undergraduates-admissions/
83,MBBS,"~92.2% (2024-25, open merit, Punjab public sector)",65,https://www.paklearningspot.com/2022/12/download-king-edward-lahore-medical.html
84,B.Ed,Available upon contact,60,https://www.pakadmissions.com/kinnaird-college-for-women-lahore-kcw-fall-admission-2026
84,BBA,Available upon contact,60,https://www.mauqapakistan.com/2026/07/kinnaird-college-for-women-kcw-lahore-fall-admissions-2026-bs-bba-bfa-bed-mphil-phd-apply-online-by-10-july.html
84,BFA (Bachelor of Fine Arts),Available upon contact,60,https://www.mauqapakistan.com/2026/07/kinnaird-college-for-women-kcw-lahore-fall-admissions-2026-bs-bba-bfa-bed-mphil-phd-apply-online-by-10-july.html
84,BS (general sciences/social sciences),~70-85% (2026 expected closing merit range),60,https://ilmiworld.com/kinnaird-college-women-lahore-admissions-2026
85,BS Civil Engineering,Available upon contact,60,https://kust.edu.pk/
85,BS Computer Science,Available upon contact,50,https://kust.edu.pk/
85,BS Electrical Engineering,Available upon contact,60,https://kust.edu.pk/
85,BS Zoology,Available upon contact,45,https://kust.edu.pk/
86,BS Biochemistry / Microbiology / Bioinformatics / Environmental Science,Available upon contact,,https://www.ilmkidunya.com/colleges/kohsar-university-murree-admission.aspx
86,BS Computer Science / Software Engineering,Available upon contact,,https://www.result.pk/colleges/kohsar-university-murree.html
86,BS English / Botany,Available upon contact,,https://www.result.pk/colleges/kohsar-university-murree.html
86,BS Medical Lab Technology,Available upon contact,,https://www.ilmkidunya.com/colleges/kohsar-university-murree-admission.aspx
86,"BS Tourism, Hospitality and Management",Available upon contact,,https://www.result.pk/colleges/kohsar-university-murree.html
87,BS Computer Science / Software Engineering,Available upon contact,,https://lgu.edu.pk/merit-list/
87,BS Criminology and Forensic Sciences,Available upon contact,,https://en.wikipedia.org/wiki/Lahore_Garrison_University
87,BS Management Sciences / English,Available upon contact,,https://www.result.pk/colleges/lahore-garrison-university-merit-list.html
87,BS Mass Communication / International Relations,Available upon contact,,https://en.wikipedia.org/wiki/Lahore_Garrison_University
87,BS Psychology,Available upon contact,55,https://www.ilmkidunya.com/colleges/lahore-garrison-university-lgu-admission.aspx
88,BBA,Available upon contact,,https://gotest.com.pk/admissions/lahore-leads-university-admissions/
88,BS Accounting and Finance,Available upon contact,,https://www.ilmkidunya.com/colleges/lahore-leads-university-llu.aspx
88,BS Engineering (PEC-registered),Available upon contact,,https://www.ilmkidunya.com/colleges/lahore-leads-university-llu.aspx
88,BS Mass Communication / Psychology / Political Science,Available upon contact,,https://gotest.com.pk/admissions/lahore-leads-university-admissions/
89,BBA (Hons) Finance and Marketing / Marketing,Available upon contact,60,https://pmdc.org.pk/lahore-school-of-economics-lse-admission-guide/
89,BSc (Hons) Accounting and Finance,Available upon contact,60,https://pmdc.org.pk/lahore-school-of-economics-lse-admission-guide/
89,BSc (Hons) Economics / Economics and Finance / Economics and Management / Economics and Mathematics,Available upon contact,60,https://lahoreschoolofeconomics.edu.pk/getProgramsAdmission/1
90,BS Biotechnology,Available upon contact,,https://ubas.edu.pk/
90,BS Medical Lab Technology,Available upon contact,,https://ubas.edu.pk/admission-policy/
90,BS Radiology and Imaging Technology,Available upon contact,,https://ubas.edu.pk/
90,Pharm-D / DPT,Available upon contact,,https://admissionscorner.com/lahore-university-of-biological-and-applied-sciences-ubas-admissions/
91,BA (Honours) English,Available upon contact (holistic admission),70,https://www.vstudents.org/education/lums-university-lahore-admissions/
91,BA-LL.B,Available upon contact (holistic admission),70,https://www.vstudents.org/education/lums-university-lahore-admissions/
91,BS Computer Science,"Available upon contact (holistic admission, not aggregate-based)",70,https://pmdc.org.pk/lahore-university-of-management-sciences-lums-admission-guide/
91,BSc (Honours) Management Science,Available upon contact (holistic admission),70,https://lums.edu.pk/node/649
91,BSc Economics,Available upon contact (holistic admission),70,https://www.vstudents.org/education/lums-university-lahore-admissions/
92,BS Agriculture / Economics / English / International Relations,Available upon contact,45,https://www.result.pk/colleges/lasbela-university-of-agriculture-water-and-marine-sciences.html
92,BS Civil Engineering,Available upon contact,60,https://ilmway.pk/lasbela-university-of-agriculture-water-and-marine-sciences-luawms-uthal-admission-2026/
92,BS Computer Science,Available upon contact,50,https://ilmway.pk/lasbela-university-of-agriculture-water-and-marine-sciences-luawms-uthal-admission-2026/
92,BS Marine Sciences,Available upon contact,45,https://www.result.pk/colleges/lasbela-university-of-agriculture-water-and-marine-sciences.html
92,Doctor of Veterinary Medicine (DVM),Available upon contact,50,https://ilmway.pk/lasbela-university-of-agriculture-water-and-marine-sciences-luawms-uthal-admission-2026/
93,BS Biomedical Engineering,Available upon contact,,http://www.lumhs.edu.pk
93,BS Business & Information Technology,Available upon contact,,http://www.lumhs.edu.pk
93,BS HIMS,Available upon contact,,http://www.lumhs.edu.pk
94,"BS (undergraduate programs, general)",Available upon contact,100,https://maliruniversity.edu.pk/
95,BE Civil Engineering,Available upon contact,60,https://pmdc.org.pk/mehran-university-engineering-technology-muet-admission-guide/
95,BE Electrical Engineering,Available upon contact,60,https://pmdc.org.pk/mehran-university-engineering-technology-muet-admission-guide/
95,BE Engineering Technology (Civil/Electrical/Mechanical),Available upon contact,50,https://www.ilmkidunya.com/colleges/mehran-university-of-engineering-technology-jamshoro-admission.aspx
95,BS Computer Science,Available upon contact,50,https://www.ilmkidunya.com/colleges/mehran-university-of-engineering-technology-jamshoro-admission.aspx
95,BS Cyber Security,Available upon contact,50,https://www.ilmkidunya.com/colleges/mehran-university-of-engineering-technology-jamshoro-admission.aspx
96,BBA (Business Administration),Available upon contact,,https://www.arqumhouse.edu.pk/millennium-institute-of-technology-entrepreneurship-karachi-admission
96,BS Computer Science,Available upon contact,,https://www.arqumhouse.edu.pk/millennium-institute-of-technology-entrepreneurship-karachi-admission
96,BS Fashion Design (BFD),Available upon contact,,https://www.arqumhouse.edu.pk/millennium-institute-of-technology-entrepreneurship-karachi-admission
97,B.Ed,Available upon contact,45,https://jaamiah.com/university/mir-chakar-khan-rind-university-sibi/
97,"BS (Hons, general - Computer Science/Business Administration/Education/Agriculture/English/Law/Natural Sciences)",Available upon contact,45,https://jaamiah.com/university/mir-chakar-khan-rind-university-sibi/
98,BBA / Banking and Finance,Available upon contact,,https://www.ilmkidunya.com/colleges/mirpur-university-of-science-technology-must-mirpur-azad-kashmir-merit-lists.aspx
98,BS Civil / Electrical / Mechanical / Computer Engineering,Available upon contact,,https://gotest.com.pk/admissions/must-university-mirpur-ajk-admission/
98,BS Computer Science / Information Technology,Available upon contact,,https://www.ilmkidunya.com/colleges/mirpur-university-of-science-technology-must-mirpur-azad-kashmir-admission.aspx
99,BS Accounting & Finance,Available upon contact,,http://www.jinnah.edu
99,BS Accounting and Finance (2 years),Available upon contact,,http://www.jinnah.edu
99,BS Artificial Intelligence,Available upon contact,,http://www.jinnah.edu
99,BS Biotechnology,Available upon contact,,http://www.jinnah.edu
99,BS Biotechnology (2 years),Available upon contact,,http://www.jinnah.edu
99,BS Business Computing,Available upon contact,,http://www.jinnah.edu
99,BS Computer Science,Available upon contact,,http://www.jinnah.edu
99,BS Cyber Security,Available upon contact,,http://www.jinnah.edu
99,BS FinTech,Available upon contact,,http://www.jinnah.edu
99,BS FinTech (2 Years),Available upon contact,,http://www.jinnah.edu
99,BS Psychology,Available upon contact,,http://www.jinnah.edu
99,BS Psychology (2 years),Available upon contact,,http://www.jinnah.edu
99,BS Software Engineering,Available upon contact,,http://www.jinnah.edu
100,B.Sc. (Hons.) Agriculture,Available upon contact,17,https://gotest.com.pk/merit-list/mns-university-of-agriculture-multan-merit-list/
100,B.Sc. (Hons.) Environmental Science,Available upon contact,17,https://gotest.com.pk/merit-list/mns-university-of-agriculture-multan-merit-list/
100,BS Computer Science,"~89.6% (1st Merit List, Open Merit, Aug 2026)",17,https://mnsuam.edu.pk/images/2026/Admissions/Merit_List/1st_Merit_List_CS.pdf
100,BS Information Technology / Data Science,Available upon contact,17,https://gotest.com.pk/merit-list/mns-university-of-agriculture-multan-merit-list/
100,BS Medical Lab Technology,Available upon contact,50,https://www.mnsuam.edu.pk/index.php/news/1074-merit-lists-2023
101,BBA,Available upon contact,40,https://pmdc.org.pk/multan-university-of-science-and-technology-must-admission-guide/
101,BS Computer Science,Available upon contact,60,https://pmdc.org.pk/multan-university-of-science-and-technology-must-admission-guide/
101,BS Information Technology,Available upon contact,60,https://en.wikipedia.org/wiki/Multan_University_of_Science_%26_Technology
101,DPT,Available upon contact,60,https://admissionscorner.com/multan-university-of-science-and-technology-admissions/
101,DVM,Available upon contact,60,https://admissionscorner.com/multan-university-of-science-and-technology-admissions/
101,Pharm-D,Available upon contact,60,https://admissionscorner.com/multan-university-of-science-and-technology-admissions/
102,BS Civil Engineering / Electrical Engineering,Available upon contact,60,https://www.ilmkidunya.com/colleges/muslim-youth-university-admission.aspx
102,BS Computer Science,Available upon contact,45,https://www.ilmkidunya.com/colleges/muslim-youth-university-admission.aspx
102,BS International Relations,Available upon contact,45,https://www.ilmkidunya.com/colleges/muslim-youth-university.aspx
102,BS Peace and Conflict Studies / Psychology,Available upon contact,45,https://www.ilmkidunya.com/admissions/Admission-open-in-My-University-Islamabad-21361.aspx
102,BS Software Engineering / Artificial Intelligence / Data Science / Cyber Security,Available upon contact,45,https://www.ilmkidunya.com/admissions/Admission-open-in-My-University-Islamabad-21361.aspx
103,BE Civil Engineering,Available upon contact,60,https://www.eduvision.edu.pk/entry-test/ned-entry-test-pattern-deadline-weightage-aggregate-merit
103,BE Electrical Engineering,~78%+ (recent cycles),60,https://freetoolforge.org/ned-merit-calculator
103,BE Software Engineering,~80%+ (recent cycles),60,https://freetoolforge.org/ned-merit-calculator
103,BS Computer Science / BE Computer Systems Engineering,"~82%+ (most competitive program, recent cycles)",60,https://freetoolforge.org/ned-merit-calculator
103,BS Textile Sciences,Available upon contact,50,https://www.theeducationisthub.com/ned-university-of-engineering-and-technology-karachi-admissions-guidance-merit-criteria-fee-structure/
104,BS Computer Science,Available upon contact,50,https://studies.com.pk/namal-university-mianwali-merit-list/
104,BS Electrical Engineering,Available upon contact,50,https://namal.edu.pk/faqs
104,BS Mathematics,Available upon contact,50,https://studies.com.pk/namal-university-mianwali-merit-list/
104,Bachelor of Business Administration (BBA),Available upon contact,50,https://studies.com.pk/namal-university-mianwali-merit-list/
105,Bachelor of Architecture,Available upon contact,50,https://jaamiah.com/university/national-college-of-arts-university/
105,Bachelor of Cultural Studies,Available upon contact,50,https://www.ilmkidunya.com/colleges/national-college-of-arts-lahore-nca-lahore-admission.aspx
105,Bachelor of Design,"Available upon contact (""high merit"" noted for this dept)",50,https://www.ilmkidunya.com/colleges/national-college-of-arts-lahore-nca-lahore-admission.aspx
105,Bachelor of Fine Arts,"Available upon contact (""high merit"" noted for this dept)",50,https://www.ilmkidunya.com/colleges/national-college-of-arts-lahore-nca-lahore-admission.aspx
105,Bachelor of Musicology / Film & Television,Available upon contact,50,https://www.ilmkidunya.com/colleges/national-college-of-arts-lahore-nca-lahore-admission.aspx
106,BS (Hons) Clinical Psychology,Available upon contact,,http://www.ncbae.edu.pk
106,BS (Hons) Computer Science,Available upon contact,,http://www.ncbae.edu.pk
106,BS (Hons) Data Science,Available upon contact,,http://www.ncbae.edu.pk
106,BS (Hons) Education,Available upon contact,,http://www.ncbae.edu.pk
106,BS (Hons) Information Technology,Available upon contact,,http://www.ncbae.edu.pk
106,BS (Hons) Mass Communication & Media Studies,Available upon contact,,http://www.ncbae.edu.pk
106,BS (Hons) Psychology,Available upon contact,,http://www.ncbae.edu.pk
106,BS (Hons) Software Engineering,Available upon contact,,http://www.ncbae.edu.pk
106,BS (Hons) in Bio-Statistics,Available upon contact,,http://www.ncbae.edu.pk
106,BS (Hons) in Education,Available upon contact,,http://www.ncbae.edu.pk
106,BS (Hons) in English,Available upon contact,,http://www.ncbae.edu.pk
106,BS (Hons) in English (2 Years after ADP),Available upon contact,,http://www.ncbae.edu.pk
106,BS (Hons) in Environmental Science,Available upon contact,,http://www.ncbae.edu.pk
106,BS (Hons) in Fashion Design,Available upon contact,,http://www.ncbae.edu.pk
106,BS (Hons) in FinTech,Available upon contact,,http://www.ncbae.edu.pk
106,BS (Hons) in Fine Arts,Available upon contact,,http://www.ncbae.edu.pk
106,BS (Hons) in Graphic Design,Available upon contact,,http://www.ncbae.edu.pk
106,BS (Hons) in International Relations,Available upon contact,,http://www.ncbae.edu.pk
106,BS (Hons) in Mathematics,Available upon contact,,http://www.ncbae.edu.pk
106,BS (Hons) in Mathematics (2 Years),Available upon contact,,http://www.ncbae.edu.pk
106,BS (Hons) in Statistics (Specialization in Data Science),Available upon contact,,http://www.ncbae.edu.pk
106,BS Accounting & Finance,Available upon contact,,http://www.ncbae.edu.pk
106,BS FinTech,Available upon contact,,http://www.ncbae.edu.pk
107,"BS (4 Years, Faculty of Contemporary Studies)",Available upon contact,,https://ndu.edu.pk/admissions.php
108,BBA,Available upon contact,,https://nsu.edu.pk/bba
108,BS Business Analytics / Financial Technology & E-Commerce / Hospitality & Tourism Management,Available upon contact,,https://nsu.edu.pk/
108,BS Computer Science,Available upon contact,50,https://nsu.edu.pk/bs-cs
108,BS Medical Lab Technology / Biotechnology,Available upon contact,,https://nsu.edu.pk/
108,Bachelor of Engineering Technology (Computer/Electrical/Mechanical/Civil),Available upon contact,,https://nsu.edu.pk/
109,BS Accounting & Finance,Available upon contact,,http://www.ntu.edu.pk/
109,BS Artificial Intelligence,Available upon contact,,http://www.ntu.edu.pk/
109,BS Business Analytics,Available upon contact,,http://www.ntu.edu.pk/
109,BS Chemistry,Available upon contact,,http://www.ntu.edu.pk/
109,BS Computer Science,Available upon contact,,http://www.ntu.edu.pk/
109,BS Data Analytics,Available upon contact,,http://www.ntu.edu.pk/
109,BS English,Available upon contact,,http://www.ntu.edu.pk/
109,BS Garment Engineering Technology,Available upon contact,,http://www.ntu.edu.pk/
109,BS Industrial Engineering Technology,Available upon contact,,http://www.ntu.edu.pk/
109,BS Polymer Engineering,Available upon contact,,http://www.ntu.edu.pk/
109,BS Q & S Chain Management,Available upon contact,,http://www.ntu.edu.pk/
109,BS Software Engineering,Available upon contact,,http://www.ntu.edu.pk/
109,BS Technical Textiles,Available upon contact,,http://www.ntu.edu.pk/
109,BS Textile & Apparel Marchendizing,Available upon contact,,http://www.ntu.edu.pk/
